Pla,ActWt,Dr,Rtg,RtgChange,Age,RC,Track,Course,Dist,Class,Daysincelastmatch,COC,No1,No2,No3,NoStarts,hrsW,hrsP,hrsNo2Per,hrsNo3Per,R10day,X1516TW,X1516T2,X1516T3,X1516T4,X1516TWper,X1516TTP,X1516TPper,X1516JW,X1516J3,X1516J4,X1516JR,X1516JWper,X1516JPper,RecencyFinish.average,Weight.Rel.,Weight.Rel.Dist
a04,116,1,82,0,6,ST,Turf,A,2000,2,4,GB,3,4,1,25,0.12,0.32,0.16,0.04,1,46,33,27,35,0.17899,106,0.41245,95,49,45,397,0.23929,0.51889,0.01,-6.273,-12545.4
a10,110,4,16,-2,6,HV,Turf,C+3,2200,5,42,GB,0,0,0,13,0,0,0,0,0,6,17,24,16,0.02083,47,0.16319,3,6,8,224,0.01339,0.05804,-0.14,-11.667,-25666.74
a11,119,1,68,-2,3,ST,Turf,A,1200,3,18,AUS,0,0,0,3,0,0,0,0,2,22,21,12,15,0.07407,55,0.18519,19,19,23,334,0.05689,0.18263,-0.14,0,0
a09,118,8,67,-3,4,HV,Turf,A,1650,3,32,IRE,0,0,0,4,0,0,0,0,1,17,12,6,10,0.09043,35,0.18617,3,4,7,151,0.01987,0.09934,-0.44,-5.75,-9487.5
a04,128,3,55,-1,4,HV,Turf,C+3,1650,4,17,SPA,0,0,1,11,0,0.090909091,0,0.090909091,1,7,10,6,9,0.054263566,23,0.178294574,7,7,11,99,0.070707071,0.242424242,0,4.333333333,204050
a02,129,3,55,10,6,HV,Turf,A,1200,4,42,AUS,3,6,4,16,0.1875,0.8125,0.375,0.25,0,9,11,7,12,0.063829787,27,0.191489362,23,17,18,160,0.14375,0.325,0.14,6.916666667,146500
a02,131,7,60,-1,9,HV,Turf,C+3,1650,4,14,IRE,3,3,2,34,0.09,0.24,0.09,0.06,1,18,14,9,10,0.08372,41,0.1907,4,7,7,184,0.02174,0.11413,0.01,9.75,16087.5
a11,132,3,39,-4,4,HV,Turf,C,1000,5,10,NZ,0,0,0,5,0,0,0,0,2,9,11,14,12,0.067164179,34,0.253731343,15,14,10,102,0.147058824,0.37254902,-0.27,7.666666667,124333.3333
a09,119,2,47,-1,3,ST,Turf,C,1000,4,0,NZ,0,0,0,4,0,0,0,0,2,24,27,24,16,0.08362,75,0.26132,16,24,16,287,0.05575,0.23345,-0.04,-4.143,-4142.9
a02,131,9,97,3,4,ST,Turf,C+3,1600,2,21,IRE,3,2,1,7,0.43,0.86,0.29,0.14,1,60,39,41,39,0.13667,140,0.31891,35,26,41,406,0.08621,0.21675,0.38,11.5,18400
a01,130,4,35,-2,4,ST,Turf,C,1400,5,14,AUS,0,0,0,8,0,0,0,0,1,15,16,14,22,0.05376,45,0.16129,27,17,13,175,0.15429,0.34857,-0.22,5,7000
a02,122,1,49,0,7,HV,Turf,A,1650,4,42,NZ,2,3,5,41,0.05,0.24,0.07,0.12,1,6,10,8,15,0.0339,24,0.13559,9,9,10,115,0.07826,0.26087,0.24,-0.333,-549.945
a11,122,3,49,-1,3,HV,Turf,C+3,1650,4,21,AUS,0,0,0,3,0,0,0,0,1,9,18,23,19,0.03673,50,0.20408,34,20,35,352,0.09659,0.23011,-0.06,0.833,1374.945
a01,133,8,123,0,5,ST,Turf,A,1400,G3,28,AUS,5,1,3,13,0.38,0.69,0.08,0.23,1,91,68,43,61,0.18384,202,0.40808,162,79,73,655,0.24733,0.51756,0.17,13.375,18725
a11,126,7,125,6,7,ST,Turf,B,1600,G1,50,GB,6,1,4,20,0.3,0.55,0.05,0.2,0,13,16,14,21,0.04906,43,0.16226,23,16,11,160,0.14375,0.34375,0.31,0,0
a01,126,1,52,-2,3,HV,Turf,C,1200,4,21,AUS,1,0,0,7,0.14,0.14,0,0,2,80,56,39,57,0.18476,175,0.40416,18,29,29,298,0.0604,0.23154,0.22,6.167,7400.04
a12,132,4,59,-2,6,HV,Turf,C,1650,4,17,GB,4,5,3,40,0.1,0.3,0.13,0.08,2,16,28,23,17,0.04324,67,0.18108,0,0,2,5,0,0,-0.12,7.583,12512.445
a01,130,9,57,1,4,HV,Turf,C+3,1650,4,46,IRE,0,0,2,11,0,0.18,0,0.18,1,10,12,18,15,0.06711,40,0.26846,15,15,15,188,0.07979,0.23404,0.15,5.417,8937.555
a06,119,7,68,-2,4,ST,Turf,C+3,1200,3,52,FR,0,0,0,4,0,0,0,0,1,17,11,6,10,0.09392,34,0.18785,10,7,12,179,0.05587,0.15642,-0.19,-5.75,-6900
a03,117,5,44,1,7,HV,Turf,C+3,1200,4,14,AUS,5,2,3,35,0.14,0.29,0.06,0.09,2,20,17,35,23,0.06601,72,0.23762,0,5,3,47,0,0.12766,0.21,-6.333,-7599.96
a10,109,4,21,-2,4,ST,Turf,B+2,2000,5,25,AUS,0,0,0,12,0,0,0,0,3,3,10,11,9,0.02273,24,0.18182,13,10,12,181,0.07182,0.1989,-0.13,-14.154,-28307.6
a06,126,7,58,0,5,ST,Turf,A+3,1200,4,13,AUS,1,1,0,17,0.06,0.12,0.06,0,2,37,35,57,41,0.06827,129,0.23801,21,30,19,272,0.07721,0.23897,0.02,1.714,2057.16
a12,118,13,69,-1,6,ST,AWT,AWT,1650,3,34,IRE,3,5,4,33,0.09,0.36,0.15,0.12,1,30,34,29,31,0.10274,93,0.31849,1,2,3,83,0.01205,0.04819,-0.03,-5.571,-9192.81
a03,131,7,78,-2,5,ST,Turf,A+3,1400,3,14,AUS,1,1,0,12,0.08,0.17,0.08,0,1,35,28,29,33,0.10448,92,0.27463,4,9,10,236,0.01695,0.10169,-0.1,7,9800
a11,127,7,79,-1,5,ST,Turf,C,1600,3,18,NZ,3,4,5,26,0.12,0.46,0.15,0.19,2,48,36,55,39,0.08972,139,0.25981,20,55,39,535,0.03738,0.20748,0.31,2.786,4457.12
a03,120,14,46,-1,5,ST,Turf,C,1800,4,25,GB,2,0,2,24,0.08,0.17,0,0.08,2,22,20,25,24,0.0991,67,0.3018,10,10,10,123,0.0813,0.27642,0.18,-3.071,-5528.52
a06,128,12,35,-2,7,ST,AWT,AWT,1200,5,36,AUS,2,4,5,37,0.05,0.3,0.11,0.14,1,8,19,15,20,0.03226,42,0.16935,29,25,24,297,0.09764,0.27273,0.08,3.75,4500
a06,114,1,45,-4,3,HV,Turf,A,1000,4,64,NZ,0,0,0,3,0,0,0,0,0,14,12,15,14,0.06542,41,0.19159,1,2,3,74,0.01351,0.05405,-0.24,-10.083,-10083.3
a12,128,11,35,-4,4,HV,Turf,B,1800,5,17,AUS,0,1,0,10,0,0.1,0.1,0,1,11,19,13,17,0.04955,43,0.19369,29,25,22,230,0.12609,0.33043,-0.27,4.167,7500.06
a08,120,7,65,-2,4,HV,Turf,B,1800,3,30,AUS,2,2,2,18,0.11,0.33,0.11,0.11,1,78,55,38,55,0.1866,171,0.40909,30,43,48,510,0.05882,0.23333,0.06,-2.111,-3799.98
a09,125,3,58,-1,6,ST,Turf,A+3,1800,4,27,GB,3,1,5,44,0.07,0.2,0.02,0.11,2,9,13,10,15,0.04523,32,0.1608,12,10,11,174,0.06897,0.1954,0.17,-0.167,-300.06
a11,126,11,86,0,4,ST,Turf,A,1600,R,49,AUS,5,2,0,17,0.29,0.41,0.12,0,1,31,24,20,20,0.14155,75,0.34247,23,28,18,216,0.10648,0.34722,0.19,0,0
a08,115,12,85,-2,4,HV,Turf,A,1650,2,24,AUS,0,0,0,4,0,0,0,0,1,53,34,32,30,0.14171,119,0.31818,20,15,18,329,0.06079,0.16109,-0.35,-5.583,-9212.45
a06,133,4,80,-2,6,ST,AWT,C,1200,3,25,NZ,2,3,0,13,0.153846154,0.384615385,0.230769231,0,1,7,9,2,5,0.077777778,18,0.2,30,18,16,161,0.186335404,0.47826087,0.01,13.5,143400
a05,126,9,51,0,4,ST,Turf,C+3,1200,3,21,AUS,1,0,1,9,0.11,0.22,0,0.11,1,18,27,30,36,0.04317,75,0.17986,2,3,7,50,0.04,0.1,0.09,0.786,942.84
a14,119,4,48,-2,3,ST,Turf,C,1400,4,210,NZ,0,0,0,2,0,0,0,0,0,15,12,23,18,0.06912,50,0.23041,6,14,15,191,0.03141,0.1466,-0.27,-5.357,-7499.94
a10,115,3,67,-2,6,ST,Turf,B,1600,3,29,SAF,1,1,1,25,0.04,0.12,0.04,0.04,1,14,11,15,14,0.06796,40,0.19417,4,6,10,88,0.04545,0.18182,-0.1,-7.786,-12457.12
a06,125,5,115,0,5,ST,Turf,A,1400,G3,28,AUS,7,1,1,19,0.37,0.47,0.05,0.05,1,91,68,43,61,0.18384,202,0.40808,14,23,17,221,0.06335,0.25792,0.06,5.375,7525
a07,116,7,43,6,4,ST,Turf,A,1400,4,21,NZ,2,2,3,26,0.08,0.27,0.08,0.12,1,67,44,48,46,0.13373,159,0.31737,3,4,8,61,0.04918,0.11475,0.19,-7.071,-9899.96
a12,120,10,47,-3,4,HV,Turf,C,1650,4,16,AUS,0,0,0,3,0,0,0,0,1,13,22,28,22,0.05417,63,0.2625,11,9,13,207,0.05314,0.14976,-0.45,-4.25,-7012.5
a03,127,8,72,5,3,HV,Turf,C+3,1650,3,14,USA,1,0,1,7,0.142857143,0.285714286,0,0.142857143,2,14,12,14,6,0.123893805,40,0.353982301,10,12,8,114,0.087719298,0.263157895,0.1,5.666666667,200200
a12,120,12,29,-2,7,ST,Turf,B,1400,5,35,AUS,1,2,2,38,0.03,0.13,0.05,0.05,1,7,5,4,10,0.04605,16,0.10526,4,8,7,187,0.02139,0.12299,0,-5.571,-7799.96
a04,118,10,64,-2,4,HV,Turf,C+3,1650,3,14,IRE,0,0,0,6,0,0,0,0,2,51,32,31,28,0.14448,114,0.32295,126,58,55,490,0.25714,0.52857,0.13,-3.583,-5912.445
a07,118,10,53,-3,8,ST,Turf,A,1200,4,18,IRE,5,6,3,61,0.08,0.23,0.1,0.05,1,5,13,14,13,0.02392,32,0.15311,3,13,12,119,0.02521,0.19328,-0.08,-7.286,-8742.84
a12,124,10,71,-2,4,HV,Turf,C,1200,3,17,NZ,0,0,0,2,0,0,0,0,2,53,34,35,42,0.11497,122,0.26464,29,40,37,378,0.07672,0.29365,-51.65,3.25,3900
a03,132,11,79,1,5,HV,Turf,B,1200,3,7,AUS,2,1,2,12,0.17,0.42,0.08,0.17,2,6,12,7,6,0.05405,25,0.22523,16,18,10,146,0.10959,0.34932,0.36,10.333,12400
a09,128,9,93,-1,6,ST,Turf,A+3,1600,2,63,FR,4,0,0,25,0.16,0.16,0,0,0,44,22,29,31,0.11579,95,0.25,12,19,25,300,0.04,0.15,0.03,4.417,7066.72
a02,131,5,75,-3,4,HV,Turf,C+3,1650,3,17,FR,0,0,0,3,0,0,0,0,1,40,28,24,26,0.13841,92,0.31834,24,14,26,282,0.08511,0.19858,-0.29,7.583,12512.445
a09,132,2,39,0,4,HV,Turf,C+3,2200,5,14,NZ,0,1,0,9,0,0.111111111,0.111111111,0,2,7,9,2,5,0.081395349,18,0.209302326,10,12,8,114,0.087719298,0.263157895,0.04,9.416666667,269683.3333
a05,117,7,63,-2,4,HV,Turf,B,1000,3,7,AUS,0,0,1,3,0,0.33,0,0.33,1,26,19,36,26,0.0745,81,0.23209,10,18,22,280,0.03571,0.13929,0.01,-5.25,-5250
a09,122,9,84,-1,4,ST,Turf,C+3,1600,2,20,AUS,0,0,0,3,0,0,0,0,2,35,27,24,25,0.13359,86,0.32824,88,49,43,379,0.23219,0.51715,-0.17,-0.1,-160
a13,125,7,52,0,3,ST,Turf,B+2,1400,4,18,NZ,0,0,0,1,0,0,0,0,1,37,28,30,33,0.10756,95,0.27616,29,22,29,325,0.08923,0.22154,-0.12,2.643,3700.06
a14,128,10,52,0,3,ST,Turf,C+3,1600,4,18,AUS,0,0,0,1,0,0,0,0,1,23,22,28,26,0.09746,73,0.30932,6,11,12,160,0.0375,0.16875,-0.35,1.786,2857.12
a04,113,1,83,0,4,ST,Turf,B+2,1400,2,14,AUS,0,2,0,6,0,0.33,0.33,0,1,14,23,21,12,0.04861,58,0.20139,8,16,15,235,0.03404,0.15745,0.21,-9.091,-12727.26
a01,111,6,42,-2,6,ST,Turf,C+3,1600,4,24,NZ,0,1,3,18,0,0.22,0.06,0.17,1,11,17,15,11,0.07432,43,0.29054,10,10,10,164,0.06098,0.19512,-0.26,-11.214,-17942.88
a10,126,12,52,0,3,HV,Turf,A,1200,4,38,AUS,0,0,0,1,0,0,0,0,0,22,20,25,23,0.10233,67,0.31163,6,10,10,147,0.04082,0.17687,-0.12,2.333,2799.96
a07,117,6,66,-2,4,HV,Turf,C,1200,3,73,AUS,0,1,0,5,0,0.2,0.2,0,0,16,28,35,31,0.05424,79,0.2678,17,12,16,277,0.06137,0.15884,-0.05,-1.583,-1899.96
a10,110,7,44,-2,5,HV,Turf,C,1200,4,14,AUS,1,4,4,24,0.041666667,0.375,0.166666667,0.166666667,2,6,7,9,11,0.054545455,22,0.2,10,21,12,126,0.079365079,0.357142857,0.1,-10.08333333,144100
a13,125,2,52,0,3,ST,Turf,B,1000,4,24,AUS,0,0,0,1,0,0,0,0,1,4,9,18,12,0.02353,31,0.18235,0,7,4,53,0,0.15094,-0.04,0.214,214.3
a04,127,1,57,-2,5,ST,Turf,A,1200,4,21,NZ,3,1,0,17,0.18,0.24,0.06,0,1,9,20,21,21,0.03158,50,0.17544,18,21,18,280,0.06429,0.21071,-0.1,1.714,2057.16
a12,115,3,88,-2,7,ST,Turf,A,2400,G3,21,USA,3,2,1,39,0.08,0.15,0.05,0.03,1,40,57,35,40,0.09132,132,0.30137,8,8,17,272,0.02941,0.11765,0.04,-1.643,-3942.96
a06,116,7,42,5,6,HV,Turf,A,1200,4,21,NZ,1,0,0,16,0.06,0.06,0,0,1,15,13,13,9,0.1,41,0.27,4,5,9,132,0.03,0.09,0.14,-10.2,-12200
a09,131,7,38,1,7,HV,Turf,B,2200,5,27,NZ,3,5,3,37,0.08,0.3,0.14,0.08,1,15,26,23,17,0.04202,64,0.17927,9,17,19,305,0.02951,0.14426,0.24,11.75,25850
a04,126,12,52,-2,4,ST,Turf,B,1600,4,22,GB,0,0,0,5,0,0,0,0,1,32,24,21,21,0.13675,77,0.32906,79,47,36,343,0.23032,0.52478,-0.01,1.714,2742.88
a03,113,1,17,0,4,ST,Turf,C,1200,5,56,AUS,0,0,2,19,0,0.11,0,0.11,0,15,24,21,31,0.03989,60,0.15957,1,21,31,376,0.00266,0.12234,0.06,-11.667,-14000.04
a01,133,9,99,0,4,ST,Turf,Turf,1200,2,126,AUS,4,3,2,9,0.444444444,1,0.333333333,0.222222222,0,11,11,13,6,0.106796117,35,0.339805825,30,17,9,151,0.198675497,0.490066225,0.44,-5,142800
a07,122,8,69,0,4,ST,Turf,C,1600,3,21,AUS,2,2,0,12,0.17,0.33,0.17,0,2,15,24,21,31,0.03989,60,0.15957,40,21,31,376,0.10638,0.22606,0.21,-2.214,-3542.88
a14,128,13,60,0,4,ST,Turf,A,1600,4,28,NZ,2,2,1,17,0.12,0.29,0.12,0.06,1,35,43,33,38,0.09695,111,0.30748,1,2,4,112,0.00893,0.0625,-0.09,4.786,7657.12
a05,133,9,58,-2,7,HV,Turf,A,1650,4,29,IRE,2,5,5,39,0.05,0.31,0.13,0.13,1,27,22,22,25,0.12329,71,0.3242,27,24,23,268,0.10075,0.27239,0.33,9.333,15399.945
a07,120,5,45,-2,5,ST,Turf,A+3,1200,4,13,AUS,1,3,2,17,0.06,0.35,0.18,0.12,1,33,36,43,40,0.07551,112,0.25629,27,29,29,396,0.06818,0.2399,0.01,-4.286,-5142.84
a12,126,1,33,-4,4,ST,AWT,AWT,1200,5,28,NZ,0,0,0,6,0,0,0,0,1,23,28,31,24,0.07566,82,0.26974,7,8,22,281,0.02491,0.07829,-0.29,3.833,4599.96
a01,121,6,58,0,7,HV,Turf,C+3,1650,4,7,IRE,2,9,5,44,0.05,0.36,0.2,0.11,1,41,43,34,38,0.09557,118,0.27506,17,20,7,96,0.17708,0.4375,0.36,-1.167,-1925.055
a02,130,6,57,-2,4,ST,Turf,B+2,1400,4,21,AUS,1,3,2,14,0.07,0.43,0.21,0.14,1,9,21,21,24,0.02941,51,0.16667,33,28,25,263,0.12548,0.31939,0.06,6.714,9400.02
a10,132,10,39,-1,4,ST,Turf,B,1400,5,35,NZ,0,0,0,7,0,0,0,0,1,13,24,30,25,0.05039,67,0.25969,54,34,19,333,0.16216,0.41441,-0.13,6.429,9000.04
a03,119,8,32,-2,5,ST,Turf,A,1400,5,200,AUS,0,0,0,10,0,0,0,0,1,8,14,10,11,0.05,32,0.2,15,11,13,208,0.07212,0.21154,-0.12,-6.357,-8899.94
a07,116,10,63,0,5,ST,Turf,B,1600,3,18,NZ,2,2,4,21,0.1,0.38,0.1,0.19,1,13,24,30,25,0.05039,67,0.25969,11,11,15,225,0.04889,0.14667,0.15,-6.714,-10742.88
a11,122,2,69,-1,6,ST,Turf,B+2,1600,3,35,SAF,1,1,1,24,0.04,0.13,0.04,0.04,2,12,9,12,12,0.06818,33,0.1875,17,16,16,206,0.08252,0.23786,-0.51,0.786,1257.12
a03,129,8,76,-2,5,HV,Turf,C,1650,3,17,AUS,1,1,1,11,0.09,0.27,0.09,0.09,1,23,20,19,21,0.07823,62,0.21088,29,20,29,322,0.09006,0.21739,-0.09,5.667,9350.055
a01,120,8,46,-2,5,HV,Turf,A,1800,4,14,NZ,0,0,3,13,0,0.23,0,0.23,2,6,8,14,14,0.05,28,0.24,0,0,0,8,0,0.13,0.06,-4.8,-8550
a06,117,5,44,-6,5,HV,Turf,A,1200,4,206,AUS,0,0,0,3,0,0,0,0,0,34,33,29,32,0.10559,96,0.29814,8,8,24,293,0.0273,0.08191,-0.29,-3.5,-4200
a08,129,12,75,-1,6,HV,Turf,B,1650,3,248,GB,3,1,1,17,0.18,0.29,0.06,0.06,0,29,19,22,22,0.10861,70,0.26217,4,6,10,92,0.04348,0.17391,-0.03,6.417,10587.555
a10,114,5,46,-2,3,ST,Turf,C,1600,4,14,NZ,0,0,0,4,0,0,0,0,2,40,29,31,34,0.11268,100,0.28169,19,22,19,299,0.06355,0.20736,-0.17,-6.5,-10400
a11,125,9,52,-3,4,ST,AWT,AWT,1650,4,14,IRE,0,0,0,10,0,0,0,0,1,41,41,33,36,0.09903,115,0.27778,1,0,3,57,0.01754,0.07018,-0.22,3.143,5185.785
a08,120,12,47,-1,6,HV,Turf,B,1000,4,21,AUS,1,3,1,21,0.05,0.24,0.14,0.05,1,14,8,3,8,0.11475,25,0.20492,15,13,18,169,0.08876,0.23077,0.24,-4.167,-4166.667
a09,121,9,59,-2,6,ST,Turf,A,1400,4,53,AUS,5,3,3,38,0.13,0.29,0.08,0.08,0,27,27,25,17,0.09,79,0.26333,7,10,2,40,0.175,0.425,-0.03,-0.714,-1000.02
a11,120,10,47,7,4,ST,Turf,A,1400,4,28,AUS,2,0,1,11,0.18,0.27,0,0.09,1,24,24,30,30,0.0566,78,0.18396,20,20,22,314,0.06369,0.23248,0.06,-13,-18200
a03,128,6,123,4,5,ST,Turf,A,1200,4,21,AUS,5,1,2,12,0.42,0.67,0.08,0.17,1,81,56,39,59,0.18493,176,0.40183,24,27,25,350,0.06857,0.25143,0.14,7.1,8520
a05,128,6,75,6,5,ST,Turf,C+3,1200,3,34,AUS,2,2,1,15,0.13,0.33,0.13,0.07,1,27,25,32,31,0.0587,84,0.18261,87,48,33,509,0.17092,0.4165,0.33,8.417,10100.04
a07,127,11,79,-2,5,ST,AWT,AWT,1200,3,105,AUS,2,1,1,12,0.17,0.33,0.08,0.08,0,31,24,42,34,0.07311,97,0.22877,19,23,23,325,0.05846,0.2,0.03,4.5,5400
a09,127,2,52,0,3,ST,Turf,A+3,1200,4,0,AUS,0,0,0,0,0,0,0,0,0,59,34,42,42,0.10806,135,0.24725,20,32,32,337,0.05935,0.22849,0,2.714,3257.16
a01,127,2,69,-2,4,HV,Turf,C+3,1000,3,16,AUS,2,2,3,20,0.1,0.35,0.1,0.15,1,73,50,36,53,0.18814,159,0.40979,74,43,30,473,0.15645,0.39535,0.14,4.25,4250
a08,124,8,51,5,7,HV,Turf,B,1650,4,49,NZ,6,2,2,39,0.15,0.26,0.05,0.05,0,9,8,10,12,0.06164,27,0.18493,0,0,0,0,0,0,0.01,-0.667,-1100
a03,114,9,62,-2,4,ST,Turf,C,1600,3,15,IRE,0,1,1,13,0,0.153846154,0.076923077,0.076923077,1,14,10,9,13,0.091503268,33,0.215686275,4,6,7,123,0.032520325,0.130081301,0.06,-5,193600
a11,113,9,41,-2,5,ST,Turf,C,1800,4,35,NZ,0,0,0,16,0,0,0,0,1,45,44,34,40,0.10045,123,0.27455,14,34,40,448,0.03125,0.20536,0,-10,-18000
a04,133,4,76,-2,4,ST,AWT,AWT,1200,3,14,NZ,3,0,3,11,0.27,0.55,0,0.27,1,10,12,15,20,0.04115,37,0.15226,11,24,26,230,0.04783,0.22609,0.18,8.583,10299.96
a11,126,7,53,1,3,ST,Turf,A,1400,4,25,AUS,0,1,0,1,0,1,1,0,1,13,22,30,23,0.05285,65,0.26423,17,25,23,304,0.05592,0.21382,0.42,2.643,3700.06
a10,113,1,61,-2,4,HV,Turf,B,1650,3,21,AUS,0,0,1,7,0,0.14,0,0.14,2,10,12,15,20,0.04292,37,0.1588,10,18,22,280,0.03571,0.13929,-0.17,-9.333,-15399.945
a07,118,4,49,-2,7,ST,AWT,AWT,1200,4,46,IRE,4,5,3,37,0.11,0.32,0.14,0.08,1,8,13,10,10,0.05634,31,0.21831,13,11,12,193,0.06736,0.19689,0.14,-4.583,-5499.96
a02,127,11,54,0,3,HV,Turf,C,1000,4,48,AUS,1,3,0,11,0.09,0.36,0.27,0,0,22,25,30,21,0.07885,77,0.27599,24,35,30,294,0.08163,0.30952,0.19,7.083,7083.3
a01,121,2,47,0,5,HV,Turf,C,1200,4,21,ITY,0,0,1,16,0,0.06,0,0.06,1,26,29,35,28,0.07692,90,0.26627,22,15,19,345,0.06377,0.16232,0.21,-2.083,-2499.96
a11,122,7,69,0,5,HV,Turf,C+3,1200,3,43,GB,2,3,0,23,0.09,0.22,0.13,0,1,23,17,19,19,0.10748,59,0.2757,15,15,15,188,0.07979,0.23404,0.28,-1.5,-1800
a05,133,3,40,0,6,HV,Turf,C+3,1650,5,28,AUS,2,0,8,33,0.06,0.3,0,0.24,1,35,19,25,26,0.10736,79,0.24233,51,34,19,327,0.15596,0.41284,0.03,8.75,14437.5
a10,114,6,41,-4,4,HV,Turf,C+3,1650,4,75,NZ,0,0,0,4,0,0,0,0,0,13,17,15,11,0.08442,45,0.29221,0,0,1,12,0,0,-0.35,-11.667,-19250.055
a06,108,7,19,-3,6,HV,Turf,B,2200,5,22,GB,0,0,0,11,0,0,0,0,2,5,14,14,14,0.02119,33,0.13983,2,2,6,148,0.01351,0.05405,-0.31,-11.917,-26216.74
a03,126,6,73,1,4,ST,Turf,A,1400,3,43,NZ,3,2,3,16,0.19,0.5,0.13,0.19,0,34,32,29,38,0.08193,95,0.22892,3,4,8,61,0.04918,0.11475,0.29,2.143,3000.06
a07,128,10,55,-4,7,ST,Turf,C,1400,4,182,AUS,5,3,3,39,0.128205128,0.282051282,0.076923077,0.076923077,0,5,8,8,11,0.056179775,21,0.235955056,30,18,16,161,0.186335404,0.47826087,-0.04,4.428571429,173000
a07,113,5,108,1,5,ST,Turf,A,1200,4,130,NZ,5,1,0,14,0.36,0.43,0.07,0,0,49,33,32,40,0.11502,114,0.26761,24,19,23,394,0.06091,0.17766,0.18,-7.9,-9480
a04,124,10,51,0,6,HV,Turf,A,1650,4,42,NZ,1,1,2,26,0.04,0.15,0.04,0.08,0,8,8,6,15,0.03922,22,0.10784,34,22,36,359,0.09471,0.2312,0.13,2.917,4812.555
a12,133,10,60,-2,5,HV,Turf,A,1200,4,28,AUS,2,2,3,18,0.11,0.39,0.11,0.17,1,28,29,36,30,0.07756,93,0.25762,33,25,37,388,0.08505,0.21907,-0.03,13.083,15699.96
a05,121,9,48,-1,4,ST,Turf,C+3,1400,4,21,GB,0,0,0,9,0,0,0,0,2,60,39,41,39,0.13667,140,0.31891,147,65,65,577,0.25477,0.5234,0.03,-0.214,-300.02
a02,123,3,52,0,4,HV,Turf,A,1650,4,14,AUS,2,1,3,18,0.11,0.33,0.06,0.17,2,51,28,34,35,0.10991,113,0.24353,16,29,27,363,0.04408,0.16529,0.21,1.917,3162.555
a09,117,3,83,-2,6,ST,Turf,B,1000,2,39,GB,3,1,2,22,0.14,0.27,0.05,0.09,0,26,21,21,25,0.12264,68,0.32075,6,8,11,166,0.03614,0.13253,0.12,-4.786,-4785.7
a05,131,5,38,-2,7,ST,Turf,C,1800,5,21,AUS,5,1,1,46,0.11,0.15,0.02,0.02,1,19,25,19,14,0.07724,63,0.2561,130,58,59,508,0.25591,0.52756,0.01,5.071,9128.52
a06,126,10,98,0,4,ST,Turf,A,2000,R,28,AUS,1,0,0,3,0.33,0.33,0,0,1,47,32,28,28,0.14373,107,0.32722,3,1,3,18,0.16667,0.22222,0.29,0,0
a02,121,2,48,-2,4,HV,Turf,C+3,1650,4,21,AUS,0,0,0,3,0,0,0,0,2,11,10,8,10,0.081481481,29,0.214814815,2,4,3,38,0.052631579,0.157894737,-0.04,-2.666666667,204050
a03,110,2,61,-2,6,HV,Turf,A,2200,3,10,AUS,5,3,11,49,0.1,0.39,0.06,0.22,2,22,24,28,26,0.0557,74,0.18734,19,22,19,307,0.06189,0.20195,0.15,-11.333,-24933.26
a14,126,13,31,-2,4,ST,Turf,C,1400,5,11,AUS,0,0,0,17,0,0,0,0,3,15,16,14,22,0.05376,45,0.16129,47,31,17,290,0.16207,0.41724,-0.51,1,1400
a10,116,9,61,5,4,ST,Turf,B+2,1800,3,32,AUS,2,0,2,10,0.2,0.4,0,0.2,1,64,44,30,47,0.19048,138,0.41071,8,19,21,261,0.03065,0.16475,0.28,-3.786,-6814.26
a06,124,11,70,-2,4,HV,Turf,A,1200,3,31,IRE,0,0,0,10,0,0,0,0,1,30,24,40,32,0.07371,94,0.23096,2,10,7,101,0.0198,0.19802,0.04,2.75,3300
a12,111,2,63,-3,7,HV,Turf,C,1200,3,10,AUS,3,4,2,37,0.08,0.24,0.11,0.05,2,10,12,15,20,0.04184,37,0.15481,18,22,19,286,0.06294,0.21329,-0.1,-7.583,-9099.96
a08,131,8,55,-2,4,ST,Turf,A+3,1200,4,170,GB,0,0,0,2,0,0,0,0,1,7,13,10,9,0.05385,30,0.23077,4,5,9,149,0.02685,0.08054,-0.24,4.571,5485.68
a04,118,11,90,-1,6,ST,Turf,C+3,1200,2,12,IRE,4,3,7,33,0.12,0.42,0.09,0.21,2,53,34,32,30,0.14021,119,0.31481,30,23,30,349,0.08596,0.2149,-0.06,-2.636,-3163.68
a05,125,8,52,0,3,ST,Turf,C,1400,4,17,NZ,0,0,0,1,0,0,0,0,1,22,20,25,24,0.0991,67,0.3018,6,10,11,151,0.03974,0.17219,0.38,0.643,900.06
a08,120,10,48,-2,3,ST,Turf,A,1000,4,21,NZ,0,0,0,3,0,0,0,0,1,41,42,34,37,0.0967,117,0.27594,25,24,27,445,0.05618,0.18427,-0.19,0.071,71.4
a08,122,4,56,-2,6,HV,Turf,B,1000,4,22,NZ,3,5,4,38,0.08,0.32,0.13,0.11,1,43,29,31,34,0.11717,103,0.28065,8,13,11,181,0.0442,0.14365,0.23,-0.167,-166.7
a09,126,6,33,-2,4,ST,AWT,AWT,1200,5,4,NZ,0,0,0,10,0,0,0,0,2,15,14,13,9,0.09434,42,0.26415,27,18,13,184,0.14674,0.38043,-0.14,2.4,2900
